,E1,nu12,OBJ,Success
0,0.16874658,0.49,1.7650064441325768,1.0
0,0.17874658000000002,0.49,1.7985454407876156,1.0
0,0.16874658,0.5,1.7662363155686978,1.0
0,0.1,0.36701285638790054,7.037596753861367,1.0
0,0.11,0.36701285638790054,5.9926410586830645,1.0
0,0.1,0.37701285638790055,6.859784507885541,1.0
0,0.1675227339127249,0.48781054803751966,1.7670514349659792,1.0
0,0.1775227339127249,0.48781054803751966,1.7875302289783859,1.0
0,0.1675227339127249,0.4978105480375197,1.7635852589752408,1.0
0,0.1685592192031731,0.4896648128644854,1.7651380102921235,1.0
0,0.1785592192031731,0.4896648128644854,1.796709201737337,1.0
0,0.1685592192031731,0.4996648128644854,1.7656512586317252,1.0
0,0.16871432060495162,0.48994228817125657,1.7650239935322862,1.0
0,0.17871432060495163,0.48994228817125657,1.7982257099394539,1.0
0,0.16871432060495162,0.4999422881712566,1.7661308698711586,1.0
0,0.16874089189453925,0.48998982401970853,1.765009642607281,1.0
0,0.17874089189453926,0.48998982401970853,1.7984889600440757,1.0
0,0.16874089189453925,0.49998982401970854,1.7662177304750868,1.0
0,0.16874558688819585,0.4899982233300321,1.7650071728461854,1.0
0,0.17874558688819586,0.4899982233300321,1.7985356619433368,1.0
0,0.16874558688819585,0.49999822333003213,1.766232771915164,1.0
0,0.1687464153658959,0.48999970547075644,1.765006746303565,1.0
0,0.17874641536589592,0.48999970547075644,1.79854405452257,1.0
0,0.1687464153658959,0.49999970547075645,1.7662357868819374,1.0
0,0.16874655925743298,0.48999996289169484,1.7650064908692438,1.0
0,0.178746559257433,0.48999996289169484,1.7985453503255995,1.0
0,0.16874655925743298,0.49999996289169485,1.7662362787874626,1.0
0,0.16874657760256834,0.48999999571101177,1.76500644200707,1.0
0,0.17874657760256835,0.48999999571101177,1.79854544475099,1.0
0,0.16874657760256834,0.4999999957110118,1.7662363078461076,1.0
0,0.168746565494779,0.4899999740502626,1.7650064690690437,1.0
0,0.17874656549477902,0.4899999740502626,1.7985453878150002,1.0
0,0.168746565494779,0.4999999740502626,1.7662363198039366,1.0
0,0.1687465761981328,0.4899999931984866,1.7650064564480292,1.0
0,0.1787465761981328,0.4899999931984866,1.7985454585055187,1.0
0,0.1687465761981328,0.4999999931984866,1.7662362781807044,1.0
0,0.16874657753934885,0.4899999955979125,1.7650064421131448,1.0
0,0.17874657753934886,0.4899999955979125,1.7985454468867075,1.0
0,0.16874657753934885,0.4999999955979125,1.7662363078210879,1.0
0,0.16874657760256834,0.48999999571101177,1.76500644200707,1.0
0,0.17874657760256835,0.48999999571101177,1.79854544475099,1.0
0,0.16874657760256834,0.4999999957110118,1.7662363078461076,1.0
0,0.10592208013495834,0.40634691406889356,5.7348979995647165,1.0
0,0.11592208013495833,0.40634691406889356,4.854498871616581,1.0
0,0.10592208013495834,0.41634691406889357,5.566795015776405,1.0
0,0.16745544716657967,0.4882808090222831,1.7668062073083113,1.0
0,0.17745544716657968,0.4882808090222831,1.7878995753215818,1.0
0,0.16745544716657967,0.4982808090222831,1.7635500993443944,1.0
0,0.16853964834607252,0.4897244619513233,1.7651223843271275,1.0
0,0.17853964834607253,0.4897244619513233,1.7966994321715886,1.0
0,0.16853964834607252,0.4997244619513233,1.765636806168781,1.0
0,0.16870956098915452,0.48995070675672103,1.7650222318457176,1.0
0,0.17870956098915453,0.48995070675672103,1.7982115238418288,1.0
0,0.16870956098915452,0.49995070675672104,1.7661241710568552,1.0
0,0.16873982027388962,0.4899909980844421,1.7650093383744396,1.0
0,0.17873982027388963,0.4899909980844421,1.7984846198389743,1.0
0,0.16873982027388962,0.4999909980844421,1.7662154893748856,1.0
0,0.1687453499504603,0.48999836104800354,1.7650070697905829,1.0
0,0.17874534995046032,0.48999836104800354,1.7985343391140745,1.0
0,0.1687453499504603,0.49999836104800355,1.7662323506700468,1.0
0,0.168746360571619,0.48999970672648413,1.7650067940874048,1.0
0,0.178746360571619,0.48999970672648413,1.798543608605007,1.0
0,0.168746360571619,0.49999970672648414,1.7662355925686504,1.0
0,0.16874654910476072,0.4899999577651543,1.765006468018106,1.0
0,0.17874654910476073,0.4899999577651543,1.7985452661558787,1.0
0,0.16874654910476072,0.4999999577651543,1.7662362004849201,1.0
0,0.16874657312925062,0.48999998975462805,1.7650064686232325,1.0
0,0.17874657312925063,0.48999998975462805,1.7985454396522278,1.0
0,0.16874657312925062,0.49999998975462806,1.7662362819548196,1.0
0,0.16874657730588435,0.48999999531596633,1.7650064429259498,1.0
0,0.17874657730588436,0.48999999531596633,1.7985454431894836,1.0
0,0.16874657730588435,0.49999999531596634,1.7662363022623397,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.16874657754864691,0.4899999956392134,1.7650064421131377,1.0
0,0.17874657754864692,0.4899999956392134,1.7985454468867186,1.0
0,0.16874657754864691,0.49999999563921343,1.7662363078210919,1.0
0,0.1687465775714634,0.4899999956695944,1.7650064419995366,1.0
0,0.17874657757146342,0.4899999956695944,1.7985454447446552,1.0
0,0.1687465775714634,0.4999999956695944,1.766236307846107,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.10592208008572618,0.4063469140019258,5.734898003493698,1.0
0,0.11592208008572617,0.4063469140019258,4.854498873838986,1.0
0,0.10592208008572618,0.4163469140019258,5.56679502048218,1.0
0,0.16745544713752247,0.48828080898356335,1.7668062064092465,1.0
0,0.17745544713752248,0.48828080898356335,1.7878995749791415,1.0
0,0.16745544713752247,0.49828080898356336,1.7635500993668725,1.0
0,0.16853964828024506,0.489724461863667,1.7651223848676179,1.0
0,0.17853964828024507,0.489724461863667,1.796699432152191,1.0
0,0.16853964828024506,0.49972446186366704,1.7656368055096205,1.0
0,0.16870956098277295,0.4899507067482229,1.7650222318649926,1.0
0,0.17870956098277296,0.4899507067482229,1.7982115225926094,1.0
0,0.16870956098277295,0.4999507067482229,1.766124171057686,1.0
0,0.16873982025098458,0.489990998053943,1.7650093383752554,1.0
0,0.1787398202509846,0.489990998053943,1.7984846197743465,1.0
0,0.16873982025098458,0.49999099805394304,1.76621548905881,1.0
0,0.168745349923083,0.4899983610115496,1.7650070705027467,1.0
0,0.178745349923083,0.4899983610115496,1.798534338916964,1.0
0,0.168745349923083,0.4999983610115496,1.7662323507366091,1.0
0,0.16874636058303197,0.4899997067416809,1.7650067940874121,1.0
0,0.17874636058303198,0.4899997067416809,1.7985436085717952,1.0
0,0.16874636058303197,0.4999997067416809,1.7662355925040532,1.0
0,0.16874654908313483,0.4899999577363586,1.765006468045748,1.0
0,0.17874654908313484,0.4899999577363586,1.7985452422180281,1.0
0,0.16874654908313483,0.49999995773635864,1.766236200484919,1.0
0,0.16874657310310143,0.48999998971980946,1.7650064686232425,1.0
0,0.17874657310310144,0.48999998971980946,1.7985454396741365,1.0
0,0.16874657310310143,0.49999998971980947,1.7662362818990254,1.0
0,0.16874657727711445,0.4899999952776582,1.7650064429363743,1.0
0,0.17874657727711446,0.4899999952776582,1.7985454431924783,1.0
0,0.16874657727711445,0.4999999952776582,1.7662363022623446,1.0
0,0.16874657754459985,0.4899999956338246,1.7650064421131335,1.0
0,0.17874657754459986,0.4899999956338246,1.7985454468867086,1.0
0,0.16874657754459985,0.49999999563382463,1.7662363078210888,1.0
0,0.16874657757093028,0.4899999956688846,1.7650064419995326,1.0
0,0.1787465775709303,0.4899999956688846,1.798545444744664,1.0
0,0.16874657757093028,0.4999999956688846,1.76623630784611,1.0
0,0.16874657757288372,0.4899999956714856,1.7650064419995362,1.0
0,0.17874657757288373,0.4899999956714856,1.798545444744658,1.0
0,0.16874657757288372,0.4999999956714856,1.7662363078461019,1.0
0,0.16874657757329684,0.48999999567203567,1.7650064419995357,1.0
0,0.17874657757329684,0.48999999567203567,1.7985454447446614,1.0
0,0.16874657757329684,0.4999999956720357,1.7662363078461054,1.0
0,0.16874657757338407,0.48999999567215186,1.7650064419995357,1.0
0,0.17874657757338408,0.48999999567215186,1.7985454447446567,1.0
0,0.16874657757338407,0.49999999567215186,1.766236307846106,1.0
0,0.16874657757340245,0.48999999567217634,1.7650064419995393,1.0
0,0.17874657757340245,0.48999999567217634,1.7985454447446538,1.0
0,0.16874657757340245,0.49999999567217634,1.7662363078461116,1.0
0,0.16874657757340622,0.48999999567218133,1.7650064419995362,1.0
0,0.17874657757340623,0.48999999567218133,1.7985454447446578,1.0
0,0.16874657757340622,0.49999999567218134,1.7662363078461079,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.16874657757340664,0.4899999956721819,1.7650064419995382,1.0
0,0.17874657757340665,0.4899999956721819,1.798545444744657,1.0
0,0.16874657757340664,0.4999999956721819,1.7662363078461074,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.1,0.36701341101387464,7.037586787751016,1.0
0,0.11,0.36701341101387464,5.99263207009801,1.0
0,0.1,0.37701341101387464,6.859774733248881,1.0
0,0.16752273012097457,0.48781055114082805,1.76705140394976,1.0
0,0.17752273012097458,0.48781055114082805,1.787530219563319,1.0
0,0.16752273012097457,0.49781055114082806,1.763585213109092,1.0
0,0.16855921539889246,0.4896648075835378,1.7651379844962127,1.0
0,0.17855921539889247,0.4896648075835378,1.7967091626584868,1.0
0,0.16855921539889246,0.4996648075835378,1.7656512808243847,1.0
0,0.16871431669120915,0.4899422814432038,1.765024013191885,1.0
0,0.17871431669120916,0.4899422814432038,1.7982256479085632,1.0
0,0.16871431669120915,0.4999422814432038,1.7661308710532242,1.0
0,0.16874089034706036,0.48998982131050167,1.7650096359716207,1.0
0,0.17874089034706037,0.48998982131050167,1.7984889510955742,1.0
0,0.16874089034706036,0.4999898213105017,1.7662177152315741,1.0
0,0.16874558440027593,0.48999821890051365,1.7650071860632308,1.0
0,0.17874558440027594,0.48999821890051365,1.7985356130326817,1.0
0,0.16874558440027593,0.49999821890051366,1.766232706998244,1.0
0,0.16874641366058835,0.4899997024346359,1.765006722287655,1.0
0,0.17874641366058835,0.4899997024346359,1.7985440275995346,1.0
0,0.16874641366058835,0.49999970243463593,1.7662357655226562,1.0
0,0.16874655634622063,0.48999995769706806,1.7650064835251849,1.0
0,0.17874655634622064,0.48999995769706806,1.7985453384692507,1.0
0,0.16874655634622063,0.49999995769706806,1.7662362433546182,1.0
0,0.16874657496699377,0.4899999910093488,1.7650064668319292,1.0
0,0.17874657496699378,0.4899999910093488,1.798545447546827,1.0
0,0.16874657496699377,0.49999999100934883,1.766236279826531,1.0
0,0.16874657744896443,0.4899999954495567,1.7650064450222458,1.0
0,0.17874657744896444,0.4899999954495567,1.7985454469857456,1.0
0,0.16874657744896443,0.4999999954495567,1.7662363023367669,1.0
0,0.168746577570687,0.4899999956673165,1.765006441999534,1.0
0,0.17874657757068702,0.4899999956673165,1.798545444744655,1.0
0,0.168746577570687,0.4999999956673165,1.766236307846108,1.0
0,0.16874657757283243,0.4899999956711546,1.765006441999533,1.0
0,0.17874657757283244,0.4899999956711546,1.7985454447446525,1.0
0,0.16874657757283243,0.4999999956711546,1.766236307846115,1.0
0,0.16874657757328573,0.48999999567196556,1.7650064419995348,1.0
0,0.17874657757328574,0.48999999567196556,1.7985454447446614,1.0
0,0.16874657757328573,0.49999999567196557,1.7662363078461039,1.0
0,0.16874657757338166,0.4899999956721372,1.7650064419995317,1.0
0,0.17874657757338167,0.4899999956721372,1.798545444744654,1.0
0,0.16874657757338166,0.4999999956721372,1.7662363078461087,1.0
0,0.16874657757340167,0.489999995672173,1.76500644199953,1.0
0,0.17874657757340168,0.489999995672173,1.798545444744659,1.0
0,0.16874657757340167,0.499999995672173,1.766236307846117,1.0
0,0.16874657757340575,0.4899999956721803,1.7650064419995355,1.0
0,0.17874657757340576,0.4899999956721803,1.7985454447446538,1.0
0,0.16874657757340575,0.4999999956721803,1.7662363078461096,1.0
0,0.1687465775734066,0.48999999567218183,1.7650064419995362,1.0
0,0.17874657757340662,0.48999999567218183,1.798545444744657,1.0
0,0.1687465775734066,0.49999999567218184,1.7662363078461059,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.16874657757340666,0.48999999567218194,1.765006441999528,1.0
0,0.17874657757340667,0.48999999567218194,1.7985454447446667,1.0
0,0.16874657757340666,0.49999999567218195,1.766236307846111,1.0
0,0.16874657757340664,0.4899999956721819,1.7650064419995382,1.0
0,0.17874657757340665,0.4899999956721819,1.798545444744657,1.0
0,0.16874657757340664,0.4999999956721819,1.7662363078461074,1.0
